ï»¿userName,content,at,score
Raja Tirta Panjer,"['gkbs', 'login', 'klopun', 'kirim', 'kode', 'otp', 'sms', 'luaama', 'ampun', 'gkbs', 'kirim', 'kode', 'otp', 'wa', 'gkbs']",14/01/2024 13:33,1
Rihwan P,"['kouta', '1gb', 'sinyal', 'jelek', 'youtube', 'tidak', 'kuat']",11/01/2024 05:02,1
Tanto Geol,"['cepat', 'siputparahhhhhhhh']",26/01/2024 12:35,1
Navis Ahmadi,"['enting', 'pas', 'kantong', 'harga', 'kuota']",12/01/2024 11:31,5
Launghsb Launghsb,"['bagus', 'bangetttt', 'aflikasinya', 'suka', 'kartu', 'paket', 'bonus', 'nya']",24/01/2024 14:37,4
Fun Tastic,"['susah', 'daftar']",19/01/2024 15:09,1
Narima Putri,[],10/01/2024 02:19,1
Kusnadi Nagara,"['haduuuh', 'capeek', 'utak', 'atik', 'seluler', 'spya', 'sinyal', 'indosatny', 'kebut', 'tpiiiii', 'ntah', 'internet', 'indosat', 'memng', 'ttp', 'lemoootttt', 'awal', 'cm', 'seluler', 'bermsalah', 'dnger', 'cerita', 'trmsuk', 'curhatan', 'dalam', 'aplikasi', 'msalahny', 'internet', 'indosat', 'lemootjd', 'manajemen', 'provider', 'indosat', 'sgera', 'laku', 'baik', 'agr', 'konsumen', 'tidak', 'terus', 'dbuat', 'kcwatrims']",11/01/2024 16:05,3
Maulana Malik Ibrahim,"['developer', 'baik', 'sinyal', 'internet', 'hambat', 'lelet', 'melulu', 'anjing', 'anjg']",26/01/2024 13:15,1
Haikal Nurpadli,"['kesini', 'parah', 'sinyalna', 'hadeh']",12/01/2024 13:25,1
Reza ardiyansah Ardiyansah,['antap'],29/01/2024 09:30,5
Bara Athallah,"['beli', 'harga', 'murah', 'lama', 'mahal']",20/01/2024 21:18,1
boris 99,"['im3', 'internet', 'ter', 'gila', 'lrmotnya', 'huh']",11/01/2024 12:42,1
Bagas Fadhila,"['aplikasi', 'myim3', 'buka', 'beli', 'paket', 'tidak', 'pakai', 'gara', 'gara', 'myim3', 'tidak', 'buka', 'operator', 'nya', 'nongol', 'hilang', 'tidak', 'tanggung', 'jawab', 'gausah', 'kerja', 'admin', 'whatsapp', 'nya', 'tidak', 'hahaha', 'tertawa']",26/01/2024 12:57,1
Nadia Agustina,[],23/01/2024 07:35,5
Rizki,"['indosat', 'tolol', 'main', 'lag', 'coba', 'kira', 'naikkin', 'peringkat', 'gampang', 'mah', 'lag', 'nya', 'banget', 'kira', 'wifi', 'ganggu', 'mah', 'harga', 'mahal', 'jaring', 'lag', 'melulu', 'coba', 'benar', 'profesional', 'player', 'jago', 'pakai', 'indonet']",26/01/2024 14:05,1
Wirawan Abied Jayawardana,['lelet'],30/01/2024 08:25,1
Arip Solihin,['bagus'],12/01/2024 02:21,5
Syahril Husein,"['sngat', 'bagus']",19/01/2024 17:37,5
Herlina Lina,"['habis', 'baru', 'mala', 'tidak', 'buka']",12/01/2024 05:22,1
Miko Artayoga,"['jaring', 'suka', 'hilang', 'riaukecamatan', 'rumbai', 'timur', 'lurah', 'tebing', 'okura', 'jaring', 'buruk']",10/01/2024 17:28,1
Z2 T1,['ok'],11/01/2024 16:11,5
Pengelana,"['pakai', 'indosat', 'cobacoba', 'indosat', 'provider', 'buruk', 'pakai', 'sinyal', 'hilang', 'telkomsel', 'stabil']",26/01/2024 13:32,1
Sri Hartati,"['sinyal', 'baik', 'sinyal', 'mp3', 'suka', 'ilang2']",30/01/2024 15:00,3
Aszar Suka madridistas,"['tidak', 'dapat', 'kuota', 'gratis', 'su']",18/01/2024 06:01,5
Selalu Ada untukmu,"['mohon', 'turun', 'harga', 'paket', 'mahal', 'sinyal', 'buruk', 'main', 'game', 'dadak', 'ping', 'sinyal', 'penuhdah', 'sya', 'langgan', 'm3', 'kecewa']",11/01/2024 04:54,2
Sony Lynn,['bagus'],21/01/2024 12:44,5
Safal Firmansyah,"['lelet', 'banget', 'internet', 'nya']",26/01/2024 12:24,1
Dwiky Anggina,"['buruk', 'bikin', 'males', 'pakai', 'kartu']",11/01/2024 10:46,1
Acik,"['m3', 'gak', 'paket', 'data', 'tidak', 'guna', 'nomor', 'tidak', 'verifikasi', 'males', 'pakai', 'm3']",26/01/2024 12:49,1
Aufar Fadhil,"['pulsa', 'didiemin', 'hilang', 'melulu', 'aplikasi', 'tidak jelas']",16/01/2024 19:51,2
ferry mardani,['mantul'],17/01/2024 22:18,5
NaVy NaVy,"['ganggu', 'lelet', 'sini', 'kota', 'jelek']",26/01/2024 12:57,1
Naila Zaskiya,"['hallo', 'kak', 'q', 'tanyaq', 'paket', '12', 'gb', 'masuktp', 'tidak', 'guna', 'yatlong', 'informasi', 'biar']",29/01/2024 15:57,1
Yadi Bobok,"['i', 'like', 'it']",22/01/2024 10:57,5
Arif Budiarman,['okeh'],14/01/2024 20:00,5
Ina Zein,"['coba', 'mudah2han', 'tidak', 'ribet']",28/01/2024 08:17,5
Anto Wanto,"['puas', 'jaring']",20/01/2024 04:37,5
Yogy Aditiya Ramadhan,"['gak', 'sinyal', 'cik']",25/01/2024 14:39,1
I GEDE WAHYU DARMA RISKI,"['kuota', 'mahal', 'sinyal', 'sulit', 'hilang', 'tmn', 'im3', 'sinyal', 'bagus', 'solusi', 'saran', 'pascabayar', 'sinyal', 'prioritas', 'jelek', 'memang', 'sih', 'indikator', 'terang', '4g', 'penuh', 'tidak', 'pakai', 'lelet', 'parah', 'aneh', 'operator']",11/01/2024 13:25,1
Setiyo Mujiono,[],24/01/2024 10:11,5
Telly Guntur,[],24/01/2024 16:20,5
Asrul Cenning,['mantap'],21/01/2024 18:52,5
Dewi Halimatus sadiah,[],30/01/2024 08:45,5
Rian Kurniawan,['kecewa'],24/01/2024 22:29,1
Alang Alang,['ok'],26/01/2024 13:49,2
Aji Wardani,"['error', 'sistem']",19/01/2024 12:54,1
yosandra gilang,"['kesini', 'sinyal', 'busuk', 'ganggu']",19/01/2024 12:28,3
Imel Amelia,"['aplikasi', 'paket', 'aplikasi', 'proses', 'kali', 'tidak', 'hasil', 'alhasil', 'pulsa', 'lanjur', 'ambil', 'tarif', 'internet', 'benar', 'benar', 'habis', 'kuota', 'paketin', 'proses', 'auto', 'pindah', 'kartu', 'deh', 'jelek', 'banget']",20/01/2024 08:41,2
Eni Anggraeny,"['sih', 'im3', 'aplikasi', 'gak', 'buka', 'internet', 'ganggu', 'coba', 'pakai', 'wifi', 'aplikasi', 'gak', 'buka', 'harga', 'internet', 'kecewa']",26/01/2024 13:26,2
Sendy Potro,"['ko', 'sii', 'pas', 'main', 'gem', 'lag', 'habis', 'nya', 'klhudh', 'ban', 'g', 'jls', 'bngt']",10/01/2024 13:00,1
Skema25,"['kesini', 'susah', 'jaring', 'untung', 'cadang', 'provider', 'belah', 'jaring', 'bagus', 'hilang', '150', 'gapapa', 'paket', 'indosat', 'sinyal', 'mutermuter', 'normal']",27/01/2024 09:36,1
Yunus,['bagus'],28/01/2024 20:52,5
Satriya langit,"['indosat', 'silokasi', 'tower', 'indosattpi', 'lelet', 'ampunaduhparah', 'indosat']",29/01/2024 12:25,1
Muh.Syawaluddin Alfalah,"['alami', 'jaring', 'jelek', 'kota', 'desa', 'jelek', 'hilang2']",16/01/2024 15:48,1
Faisal Suryana,"['maaf', 'kecewa', 'isi', 'pulsa', '50', 'beli', 'kuota', '5gb', 'harga', '18', 'transaksi', 'gagal', 'potong', 'aneh', 'mesan', 'sisa', '24', 'pulsa', 'kembali', 'pulsa', 'potong', 'gagal', 'transaksi', 'awal']",10/01/2024 23:03,1
Muhammad Raihan,"['gagal', 'masuk', 'aplikasi']",14/01/2024 04:50,1
Rangga Angga,"['tarip', 'mahal', 'sinyal', 'lambat', 'mantap']",22/01/2024 05:42,1
Sunyoto Nyoto,"['bagus', 'lan', 'bagus']",25/01/2024 20:54,4
Arfantio Iwan,"['ok', 'lancar']",30/01/2024 15:21,5
Rus Biyan,"['parah', 'sinyal', 'ny', 'mahal2', 'paket', 'data', 'ny', 'sinyal', 'hilang', 'tidak', 'jls', 'taekkkkk', 'konsumen', 'im3', 'kasih', '1', 'im3']",11/01/2024 09:45,1
Kevin Karan,"['beli', 'pulsa', 'pakai', 'wifi', 'sisa', '25', 'eh', 'pas', 'cek', '2', 'telah', 'sedot', '15', 'gtu', 'beli', 'pulsa', '25', 'pas', 'besok', 'buka', 'sedot', '1000kok', 'bocor']",15/01/2024 02:31,2
RIZQI WAHYU DITYA,"['apaklasi', 'jembut', 'baru', 'gak', 'isoh', 'buka', 'asuu']",18/01/2024 12:56,1
Bagus Wahyuda,"['paket', 'minggu', 'tidak', 'pakai', 'kecewa', 'tidak', 'kali', 'tidak', 'pakai', 'beli', 'dikit', 'guna', 'my', 'em3', 'tidak', 'pakai', 'wa', 'ganti', 'kesini', 'kali', 'kecewa']",19/01/2024 14:36,1
Nur Waijin,['suka'],24/01/2024 07:32,5
Aulia Aprilia,"['im3', 'sinyal', 'alami', 'ganggu', 'paket', 'mahal', 'suka', 'isi', 'ulang', 'gratis', 'kouta', 'internet', 'tidak', 'moga', 'im3', 'lancar', 'sinyal', 'paket', 'murah', 'gb', 'bonus', 'kuota', 'internet', 'terima', 'kasih', 'iya']",20/01/2024 07:51,4
Daeng,"['jaring', 'kesini', 'tidak', 'nyaman', 'iya', '4g', 'ny', 'hilang', 'aduehh']",25/01/2024 15:47,1
Danang Bagus Hadriyanto,"['lelet', 'error', 'kuota', 'mhal']",18/01/2024 12:41,1
Riski Afrizal,"['baru', 'ribet', 'bukan', 'bnr', 'malah', 'susah', 'suruh', 'baru', 'getok', 'palak', 'pmbyaran', 'dana', 'gak', 'gak', 'baru', 'promo', 'hilang', 'cbak', 'baik', 'bayar', 'dana', 'tidak', 'krja', 'jngan', 'sih']",21/01/2024 08:39,1
Jo?a?di??a?z,"['provider', 'garong', 'pulsa', 'tiba2', 'potong', 'data', 'mode', 'mati', 'pakai', 'wifi', 'potong', 'potong', 'usaha', 'hasil', 'uang', 'haram', 'baik', 'renti', 'pakai', 'indosat', 'raja', 'garong', 'tidak', 'malu', 'buat', 'tidak', 'puji', 'gak', 'takut', 'bangkrut', 'ninggalin', 'provider', 'gak', 'garong', 'moga', 'usaha', 'sepi', 'sepi', 'sehat', 'raya']",20/01/2024 19:12,1
Muhadam Lapadi,"['promo', 'nya', 'mahal']",29/01/2024 08:00,5
Galih Akbar,['suka'],28/01/2024 13:23,5
Iman Doank,"['indosat', 'ok']",20/01/2024 03:06,5
Keylah Rihhadatul Aisy,"['mantap', 'banget', 'moga', 'sinyal', 'kuat', 'bagus']",13/01/2024 08:14,5
Kemon Tzy,"['sinyal', 'jeleg', 'bangetmahal', 'sinyal', 'burigg', 'mahal']",26/01/2024 23:16,1
Alpius Sunirman,['bagus'],21/01/2024 11:01,5
Arzun Safar,"['jaring', 'uda', 'gak', 'kayak', 'lgikayak', 'kura2', 'sinyal', 'nyaparah']",22/01/2024 17:07,1
Rizky Maulana,"['bintang', '1', 'paket', 'jaring', 'lambat']",12/01/2024 22:45,1
Mawan Wijoyo,"['parah', 'jelek', 'beli', '100', 'giga', 'gak', 'ganti', 'provider']",29/01/2024 17:35,1
Wahab Hab,['bagus'],11/01/2024 07:45,5
Wilan 123,[],11/01/2024 15:16,5
Suwandika 1202,['bagus'],27/01/2024 10:07,5
Jayang Heriyanto,['muas'],23/01/2024 17:41,5
Arie Noor Rahmadhy,"['kacau', 'pulsa', '5000', 'tiba2', '100', 'perak', 'kacau']",26/01/2024 17:44,1
Sari Sarii,[],11/01/2024 05:49,5
janah janah,"['aplikasi', 'my', 'im3', '2', 'salah', 'yaitu1', 'klu', 'asik', 'asik', 'buka', 'aplikasi', 'my', 'im3', 'g', 'kya', 'internet', '2', 'klu', 'habis', 'kota', 'masuk', 'aplikasi', 'my', 'im3', 'g', 'ulang', 'g', 'masuk', 'beli', 'impoin']",12/01/2024 11:22,3
Nasar Ajad,"['bonuskuota', '100mbwow']",20/01/2024 02:59,5
Nor Janah,"['cocok', 'doi', 'beda', 'provinsi']",20/01/2024 14:31,5
piyik 401,"['beli', 'paket', 'internet', '30gb', 'jam', '0442', 'beli', 'aplikasi', 'mym3', 'bayar', 'aplikasi', 'dana', 'dana', 'bayar', 'sukses', 'aplikasi', 'mym3', 'beli', 'gagal', 'uang', 'dana', 'tidak', 'kemabali', 'lalu', 'kan', 'telepon', 'center', 'indosat', 'layan', 'proses', 'masalah', 'tidak', 'prosessamapai', 'siang', 'paket', 'internet', 'fredom', '30gb', 'tidak', 'uang', 'saaya', 'hangus', 'indosat', 'si', 'kerja', 'nya', 'kerja', 'tidak']",14/01/2024 06:04,1
ibran maulana,"['apas', 'sinyal', 'jelek', 'bngt', 'benerin', 'promo', 'melulu', 'baru', 'sinyal', 'bgusin', 'gak', 'enak', 'bngt', 'dikit2', 'sinyal', 'jelek', 'main', 'ngeganggu', 'bngt', 'mohon', 'benar', 'terima kasih']",16/01/2024 07:57,1
Riyadi Nugraha,"['parah', 'kecewa', 'banget', 'sinyal']",29/01/2024 14:15,3
Darmawan,"['baru', 'aplikasi', 'dgunakan', 'baru', 'tidak', 'buka', 'bukareload', 'trsbikin', 'susah', 'ajagada', 'solusi', 'pesan', 'cs', 'nya']",11/01/2024 10:43,1
alone die,"['hadiah', 'tidak', 'kabar', 'data', 'sya', 'sdh', 'lengkap']",11/01/2024 15:14,1
Bangbang Hardiansyah,['ok'],21/01/2024 00:33,5
anam hafizht1,"['bonus', 'kuota']",17/01/2024 15:32,5
eko waee,"['tampil', 'beranta', 'buat', 'guna', 'aplikasi', 'agak', 'bingung', 'lihat', 'informasi', 'sisa', 'kuota', 'pulsa', 'paket', 'buat', 'sederhana']",24/01/2024 01:54,3
Ahmad Raihan Syahroni,"['sinyal', 'nya', 'jelek', 'melulu', 'main', 'game', 'dalam', 'ruang', 'tidak', 'dapat', 'sinyal', 'mohon', 'jelas', 'smartfren', 'kencang', 'm3', 'tawar', 'paket', 'nya', 'tarik', 'tindak', 'menindaklanjuti']",16/01/2024 06:55,1
Farhan Maulana,"['parah', 'benar', 'ganggu', 'jaring', 'nya', 'pemberitahuan', 'selesai', 'ganggu', 'paket', 'data', 'hilang', '14gb', 'nya', 'pemberitahuan', 'mohon', 'pikir', 'pikir', 'pakai', 'indosat', 'takut', 'paket', 'data', 'curi']",28/01/2024 12:46,1
bagus Budi,"['hahahahaah', 'wkwkwkwkwkwkw', 'baiwan', 'ff', 'yu']",28/01/2024 14:04,5
Abieeyz,"['suka', 'masalah', 'isi', 'pulsa', 'beli', 'paket', 'myim3', 'heuu', 'suka', 'lelet', 'masalah']",26/01/2024 13:26,3
Rizki Ramadhan,"['unduh', 'aplikasi', 'nya', 'tidak', 'masuk', 'masuk', 'cek', 'nomor', 'tidak', 'aneh', 'indosat']",26/01/2024 13:59,1
Andika04 Silfi,"['makas', 'indosat']",18/01/2024 11:57,5
Azam Abdullah,"['mahal', 'doang', 'sinyal', 'nya', 'lelet']",16/01/2024 03:37,1
Sari wardani,['mantap'],18/01/2024 08:42,5
Ali Sybro,"['baru', 'elit', 'sinyal', 'sulit', 'baru', 'tidak', 'nambah', 'tidak']",14/01/2024 23:39,1
Faiz Kuncoro,"['alhamdulillah', 'duli', 'gratis', 'kouta']",14/01/2024 13:19,5
Zaenal Arifin,"['sinyal', 'kesini', 'lelet', 'parah', 'hayo', 'pindah']",15/01/2024 12:58,2
herii ynto509,"['beli', 'kuota', 'proses', 'banget', 'tidak', 'kaya', 'belah', 'satset', 'layan', 'dalam', 'aplikasi', 'lelet', 'lambat', 'banget', '1', 'jam', 'beli', 'paket', 'proses', 'kocak']",11/01/2024 11:33,1
Dana jaya,"['sinyal', 'error']",10/01/2024 04:55,1
Winda Imelda,"['aplikasi', 'ny', 'buruk', 'isi', 'pulsa', 'kadang', 'pulsa', 'ny', 'kurang', 'baru', 'semkin', 'buruk']",19/01/2024 04:00,1
Sopyan mahardika,"['lelet', 'sinyal', 'nya', 'iya', 'tidak', 'gin', 'baik', 'sinyal', 'tidak', 'nyaman', 'bngt', 'gin']",15/01/2024 12:04,1
Soni Wakwaw,"['harga', 'elit', 'sinyal', 'sulit', 'as']",31/01/2024 18:00,1
Ipan Kurniawan,[],19/01/2024 14:14,5
Rahmat 27,"['kasih', 'bintang', '5', 'baru', 'kasih', 'bintang', '1', 'harga', 'paket', 'nya', 'mahal2', 'jaring', 'tidak', 'stabil', 'buka', 'aplikasi', 'suka', 'login', 'ulang', 'pengunna', 'indosat', 'sesal', 'pakai', 'kartu', 'kecewa', 'guna', 'tidak bisa', 'transfer', 'pulsa', 'nunggu', '181', 'tidak', 'kartu', 'aktif', 'kartu', '2', 'kirim', 'pulsa']",22/01/2024 19:05,1
Kamu Dan aku,"['developer', 'harga', 'paket', 'mahal', 'jaring', 'pler', 'lamabat', 'banget', 'baik']",11/01/2024 08:25,1
Fandy Gaming,"['aplikasi', 'm3', 'tidak', 'puas', 'buka', 'aplikasi', 'm3', 'nya', 'gagal', 'error', 'suruh', 'pasang', 'ulang', 'pasang', 'ulang', 'gak']",26/01/2024 00:14,2
Yayan Kurniawan,"['halah', 'sinyal', 'lelet', 'babi']",26/01/2024 13:54,1
Hotman Manik,"['sinyal', 'okepromo', 'banyakharga', 'kuota', 'murah', 'riah']",24/01/2024 11:16,5
Saeful Zaenalm,"['provider', 'lemah', 'kena', 'hujan', 'dikit', 'jaring', 'erorbikin', 'rugi', 'kerja', 'tunda']",26/01/2024 23:57,1
Pantang Menyerah,"['pulsa', 'guna']",14/01/2024 14:32,2
Ridho Pangestu,"['restart', 'apane', 'ck', 'pancet', 'ae', 'sinyal', 'hilang', 'lek', 'ganggu', 'bicara', 'ono', 'anjing']",25/01/2024 15:19,1
Herman Syah,['ok'],29/01/2024 15:48,5
Jonas,"['internet', 'nya', 'baik', 'jaring', 'susah', 'main', 'game', 'patah', 'patah', 'tidak', 'nyaman', 'main', 'game', 'nge', 'youtube', 'baik', 'tidak', 'hujan', 'lag', 'banget', 'baik', 'kali', 'me', 'restart', 'tidak', 'hasil', 'baik', 'jaring', 'cuaca', 'hujan', 'jaring', 'lag', 'banget', 'tidak', 'nyaman', 'cepat', 'baik']",31/01/2024 08:50,1
Ahmad Sukri,['dukung'],21/01/2024 02:57,1
Daman Huri,['buruk'],13/01/2024 10:01,2
Umar Alhaddad TM,"['normal', 'terima kasih', 'mym3']",31/01/2024 15:07,5
Ana Anta,"['sungguh', 'snt', 'mmbantu']",30/01/2024 06:58,5
Draken Kun,"['tolol', 'kuota', 'pesan', 'internet', 'habiss']",16/01/2024 02:24,1
peni hastuti,"['jaring', 'tidak', 'stabil', 'aplikasi', 'tidak', 'buka']",13/01/2024 20:14,3
E Suryadi,"['anjing', 'banget', 'sinyal', 'nya']",26/01/2024 12:32,1
Iwaniwan aja,[],22/01/2024 11:43,5
AHMAD ALFID,"['indosat', 'bagus', 'makn', 'kesini', 'gak', 'bagus', 'sinyal', 'sinyal', 'lelet', 'kadang', 'bagus', 'menggangu', 'sayaapa', 'mati', 'lampu', 'tunggu', 'sinyal', 'hilang', 'kadang', 'cepat', 'kadang', 'lamat', 'mukin', '1jam', 'lebihsaya', 'kecewa', 'indosat', 'aneh', 'indosat', 'kaya']",20/01/2024 04:02,1
Ananx Konank,"['aplikasi', 'taaaikk', 'beli', 'kuota', 'gagal', 'melulu']",11/01/2024 11:40,1
Kamaruddin Kama,['mantap'],31/01/2024 15:25,5
Nandi Maulana,['bagus'],28/01/2024 11:01,5
Juju Julaeha,"['2', 'cianjur', 'selatan', 'daerah', 'sindang', 'barang', 'gak', 'sinyal', 'baik', 'jaring', 'internet', 'nya']",11/01/2024 10:54,1
Rachmat Ramdhani,"['benah', 'bersihbersih']",26/01/2024 12:38,1
Da Vin,['bagus'],14/01/2024 05:48,5
Siti Aisah,"['jaring', 'tidak', 'loading']",30/01/2024 09:34,4
Aldi K,"['jaring', 'internet', 'masalah', 'hampir', 'aju', 'tiket', 'keluh', 'jaring', 'internet', 'masalah', 'indosat', 'tanda', 'mundur']",21/01/2024 02:51,1
Mila Sari,[],30/01/2024 23:51,5
firman cp,"['baik', 'jaring', 'lag', 'kampung']",26/01/2024 12:52,3
Arif Setiawan official,"['kasih', 'bintang', '2']",12/01/2024 11:50,2
ivan maulana2006,['bagus'],21/01/2024 07:13,5
Vtv Channel,"['selisih', 'paket', 'promo', 'hampir', 'paket', 'tetangga', 'seblah', 'coba', 'paket', 'promonya', 'murah']",17/01/2024 13:37,5
Cinta vitha,"['si', 'tidak', 'log', 'keluar', 'aplikasi', 'nya', 'buka', 'aplikasi', 'ny', 'suruh', 'dftr', 'pas', 'dftr', 'ngulangi', 'suruh', 'dftr', 'ulang']",11/01/2024 10:30,1
01Adef Dio brahmana,"['mantab', 'aplikasi']",13/01/2024 15:19,1
Gemblung Bae,"['gak', 'sinyal', 'buruk', 'gak', 'benar', 'benar', 'kecewa', 'gak', 'andelin']",11/01/2024 05:05,1
Adi,"['hadeh', 'gak', 'pakai', 'im3', 'beli', 'kouta', 'gb', 'buat', 'lelet', 'banget']",20/01/2024 11:43,1
donisaputra nasution,['bagus'],11/01/2024 17:13,5
Muhamad Arif,"['setan', 'beli', 'kuota', 'mahal2', 'sinyal', 'status', 'g', 'guobloookkk', 'im3']",26/01/2024 13:07,1
Alma Orlova,"['fitur', 'ok', 'pulsa', 'habis', 'sisa', '5k', 'iya']",13/01/2024 08:17,3
Ravi Mokoagow,"['saran', 'ganti', 'kartu', 'kartu', 'indosat', 'pulsa', 'kurang', 'tidak', 'ganti', 'rugi', 'lapor', 'lapor', 'maka', 'diarahin', 'wa', 'seringkali', 'pulsa', 'pakai', 'paket', 'aktif']",12/01/2024 11:41,1
Lotek Sapi,['bagus'],15/01/2024 04:06,5
Dede Fusuy,"['tidak', 'beli', 'edu', 'anjay', 'error']",21/01/2024 12:12,1
Igor Ganteng,"['aplikasi', 'tolol', 'bodoh']",28/01/2024 08:24,2
muhyi noer,['op'],31/01/2024 05:58,5
Anindiah Ayuningputri,"['error', 'kuota', 'tiba2', 'tidak bisa', 'internet', 'cek', 'pulsa', 'error', 'pas', 'dibutuh2kan', 'kayak', 'pas', 'order', 'ojol', 'kan', 'iya', 'pusing', 'kayak', 'tidak', 'pakai', 'paket', 'mahal', 'maaf', 'iya']",26/01/2024 13:46,1
N120NE54H Mr,[],16/01/2024 08:56,4
Rio Rio,"['rekomendasi', 'transaksi', 'beli', 'kuota', 'offline', 'mudah']",27/01/2024 23:25,5
Lulu Maftuh,"['beli', 'kartu', 'anjj', 'isi', 'pke', 'uang', 'smpe', '60', 'rbu', 'utang', 'pulsa', 'darurat', '5000', 'kuota', '21', 'gb', 'hangus', 'kgk', 'pokok', 'smpe', 'mati', 'tidak', 'iklasss', 'moga', 'tidak', 'manfaat', 'iman', 'amit', 'amit', 'dehh', 'pokok', 'nyesek', 'banget', 'anjay', 'balikin', 'kuota', 'im3']",19/01/2024 10:06,1
Komeng Dalang,"['indosat', 'oke']",31/01/2024 04:23,5
M. Rifa,"['semenjak', 'baru', 'error']",21/01/2024 17:40,1
Siti Maesaroh,['ok'],23/01/2024 10:10,4
Putra Trisnanda,"['suka', 'im3']",12/01/2024 22:41,5
Steven Dauwe,['puas'],27/01/2024 23:30,4
Miptahul Hoer,"['segabut', 'apa', 'main', 'ular', 'tangga', 'my', 'im3']",31/01/2024 07:40,1
Cici Winingsih,[],23/01/2024 12:11,5
Agung Alwi Akbar,"['tingkat', 'kualitas', 'beli', 'aplikasi', 'isi', 'kuota', 'internet', 'gak', 'bayar', 'gagal', 'stuck', 'pakai', 'aplikasi', 'gak', 'benerin', 'kocak', 'banget']",25/01/2024 23:57,2
Tina,"['paket', 'nya', 'murah', 'iya']",20/01/2024 10:14,5
andri afriyan,['bagus'],31/01/2024 19:39,5
Jujun Jun,['bagus'],31/01/2024 13:19,2
Lan,"['oke', 'banget']",14/01/2024 10:49,4
Zulkifli Tanjung,['bagus'],12/01/2024 02:50,5
Elmonz Hayon,"['game', 'ular', 'tangga', 'settingpaket', 'ku', '500', 'mb', 'buang', 'sia', 'sia']",28/01/2024 06:26,1
Wiranto Anto,"['bagus', 'kasih', 'bonus']",25/01/2024 02:54,5
Agus Saputra,['baik'],24/01/2024 05:06,5
Jaja arjuna,['tolol'],29/01/2024 10:36,1
Abdur Rozaq,"['sinyal', 'agak', 'lambat', 'muter', 'muter', 'jelek', 'tidak', 'huja', 'tidak', 'mendung', 'jaring', 'jelek', 'parah']",12/01/2024 05:41,3
Hasmia Halim,['ok'],16/01/2024 04:07,5
Aldo Al Murtadho,"['sih', 'dadak', 'tidak', 'angin', 'tidak', 'hujan', 'tidak', 'akses', 'internet', 'beli', 'paket', 'darurat', 'ahhh']",26/01/2024 13:43,1
Muhammad Ridwan,['oke'],13/01/2024 06:07,5
Nurul Dwi,"['oks', 'mantaph']",10/01/2024 12:48,5
Salim As,"['hot', 'promo', 'suka']",31/01/2024 10:34,4
Supian Supian,"['bonus', 'nya']",24/01/2024 04:03,5
Jiong Panji,[],30/01/2024 00:24,1
Hendrian Oktavian,"['isi', 'voucer', '15', 'giga', 'masuk', 'cuman', '9', 'giga', 'kecewa', 'banget', 'mah', 'tidak', 'kaya', 'gin', 'nilai', 'turunin', 'jelas', 'kembali', 'nyah', 'nilai', 'bintang', '5', 'terima kasih', 'min']",15/01/2024 10:48,3
djalma weureu,"['mudah', 'bagus']",18/01/2024 17:13,5
Bayu Putra,"['sinyal', 'burik', 'kuota', 'tidak', 'internet', 'males', 'beli', 'kuota', 'informasi']",26/01/2024 13:19,1
Oktavianih Okta,"['baru', 'aplikasi', 'ganggu', 'iya', 'sinyal', 'mya', 'kadang', 'kadang', 'engga', 'contoh', 'beli', 'kuota', '40gb', '100rb', 'nya', 'nominal', 'beda', 'mahal', 'buruk', 'banget', 'kesini', '26', 'jan', '2024', 'ganggu', 'benar', 'benar', 'tidak', 'layan', 'kerja', 'desak', 'nunggu', 'banget', 'tangan', 'nya', 'pilih', 'indosat', 'murah', 'nya', 'awal', 'pakai', '2019', 'sinyal', 'oke', 'kesini', 'tidak', 'tidak', 'konsisten']",26/01/2024 14:15,2
Setyaaji Purwijayanto,"['awal', 'koneksi', 'bagus', 'daerah', 'kesini', 'lelet', 'parah', 'banget', 'komplain', 'jalur', 'mana', 'benerin', 'ttp', 'busuk', 'koneksi', 'posisi', 'kota', 'ttp', 'busuk', 'ngabisin', 'paket', 'habis', 'pindah', 'provider']",27/01/2024 12:59,1
Kadek Andika,"['aplikasi', 'guna', 'baru', 'ikut', 'optimal', 'buat', 'aplikasi', 'dukung', 'mode', 'gelap', 'dark', 'mode', 'kurang', 'tegang', 'mata', 'hemat', 'baterai', 'guna', 'aplikasi']",20/01/2024 07:26,3
Tower Bening,['keren'],24/01/2024 04:54,5
Plis Booo,"['sinyal', 'drop', 'mlu', 'wa', 'cmn', 'bulet', 'doangapalgi', 'sekarng', 'komentar', 'muter', 'doang']",22/01/2024 17:41,1
Boby rakhman Rakhman,['mantap'],25/01/2024 03:52,5
Hendrik Jhon,['oke'],16/01/2024 04:19,4
zee liu,"['iya', 'indosat', 'jarang', 'sinyal', 'internet', '3', 'loh', 'errornya']",18/01/2024 10:39,1
Uum Ummach,"['enak', 'pakai', 'im3']",24/01/2024 09:02,5
Zaki Gaming,"['apan', 'beli', 'paket', 'gagal', 'melulu', 'tidak', 'gagal', 'iya', 'proses', 'melulu', 'si', 'indosat', 'beli', 'paket', 'haduhhh', 'beli', 'paket', 'jam', '2210', 'jam', '2300', 'gagal', 'melulu', 'si']",21/01/2024 16:00,1
Heru Komarudin,"['ok', 'jaring', 'kuat', 'iya']",16/01/2024 21:54,5
